"구  분","부문명","시도별","항목","단위","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월",
"합","국민임대","울산","사용검사실적","","0","0","0","0","736","0","0","0","300","0","0","-300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","946","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","437","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","국민임대","세종","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","906","906","0","0","0","0","674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1100","0","0","0","0","0","0","0","0","0","0","0","734","0","0","0","0","0","0","0","0","0","0","0",
"합","국민임대","강원","사용검사실적","","0","0","0","1037","0","0","0","0","360","0","0","0","0","0","0","0","0","0","0","0","0","0","935","432","0","0","0","326","0","0","624","794","0","0","0","0","0","0","0","0","0","0","0","0","366","482","0","0","0","0","0","0","0","0","790","0","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","464","0","0","0","0","0","0","0","0","492","0","0","0","0","0","0","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0","40","0","0","0","0","189","0",
"합","국민임대","충북","사용검사실적","","0","0","0","0","0","0","0","0","1122","690","0","0","0","0","0","0","0","0","0","0","268","0","1278","640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114","0","0","0","0","0","0","0","0","0","1486","591","0","0","0","0","0","0","0","0","0","0","676","0","0","82","0","0","0","0","0","0","605","1299","0","0","0","540","0","0","30","0","0","0","0","0","0","0","0","0","0",
"합","국민임대","충남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1529","0","0","0","0","356","0","0","0","0","0","0","0","0","0","0","468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1012","0","0","0","0","0","0","748","0","0","0","0","1243","0","0","0","0","0","0","1116","0","0","0","0","0","0","0","0","374","1228","0","996","0","1082","0","0","0","0","0","0","0","720","554","0","0","0","0","0",
"합","국민임대","전북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","690","0","0","0","0","0","0","0","0","552","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","546","0","0","0","0","0","0","0","0","0","0","372","30","0","0","0","420","0","0","0","0","0","0","0","378","0","0","276","0","0","0","0","0","0","0","0","0","0","0","0","0","831","0","0","0","0","0","0","0","0","0","0","0","0","120","100","0","300","0","0",
"합","국민임대","전남","사용검사실적","","0","0","0","0","368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","874","0","0","0","0","0","814","0","0","0","460","0","0","0","0","0","0","0","0","0","0","536","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","0","320","0","0","362","0","0","0","0","0","100","0","0","0","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","160","0","110","0","0","0","0","0","0","0","0","0","0","82","0","0",
"합","국민임대","경북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","296","0","0","0","960","0","0","0","0","0","0","0","0","316","0","0","0","0","0","0","938","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","0","603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","국민임대","경남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","392","0","0","0","0","0","0","0","0","0","0","930","0","1557","0","0","472","0","190","0","0","0","0","0","0","0","0","0","1696","0","0","0","0","0","0","0","0","700","0","0","210","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","575","1442","0","0","0","794","0","0","460","0","0","310","0","0","0","0","0","0","0","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","521","70","0","0","0","0","0","217","0","0","120","0","0","30",
"합","국민임대","제주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","354","850","0","0","0","0","0","0","0","0","0","556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0",
"합","공공임대","전국","사용검사실적","","845","4019","2030","3980","4035","4383","2895","2760","2935","3187","4958","351","1565","389","683","3773","2828","3309","5627","2897","3473","0","2223","12567","2338","1662","1857","5619","2600","3912","2677","1187","2481","3396","2995","6588","392","1529","924","2034","3529","1659","5525","2129","9717","11351","5009","3279","3215","651","386","3002","5789","2481","2788","2133","10620","9402","6492","6405","253","3375","1002","4286","5951","3312","6182","2207","5177","2650","3320","10744","337","1242","3962","5920","4418","5414","7956","394","1516","1775","5886","7262","1010","2105","1734","2406","1237","4432","1857","774","1344","4810","42","5958","1171","1415","3450","4150","2403","5350","3375","4451","2605","5221","1485","7187","225","1207","3962","3249","1999","3427","2518","3310","893","2383","1343",
"합","공공임대","서울","사용검사실적","","467","0","928","1275","1777","0","215","24","802","0","21","-344","0","0","29","1339","0","0","0","0","40","0","9","87","73","0","457","0","0","0","130","43","0","0","0","362","0","0","148","0","0","60","496","0","2200","0","0","424","0","137","0","-137","277","4","0","84","39","2465","0","0","140","2008","0","0","0","157","256","1","5","230","0","0","140","173","0","-170","0","20","5","3","933","11","166","2635","10","1565","337","0","0","12","0","0","2","516","40","1166","351","0","1294","742","0","1","28","126","0","1705","7","1466","84","97","9","226","7","91","614","153","212","22","57",
"합","공공임대","인천","사용검사실적","","0","0","0","0","0","1119","316","28","820","0","448","-1119","0","0","0","0","0","1113","1243","0","0","0","0","742","0","0","0","0","0","0","0","0","0","0","0","208","0","0","0","0","56","0","0","140","0","680","1226","0","548","0","0","686","0","11","0","15","1198","686","1226","0","8","5","11","4","0","0","0","0","0","0","0","1400","0","0","3","10","5","102","0","0","3","0","260","0","0","0","2","0","0","1953","0","3","1","1446","0","0","1","1","0","1","551","238","0","0","0","10","108","20","40","1109","0","0","0","71","0","510","0","0","0",
"합","공공임대","경기","사용검사실적","","378","559","0","1045","522","1925","0","-261","340","962","4216","261","0","0","0","1386","0","1249","-585","1715","1274","0","672","3828","0","0","0","1717","725","812","2050","948","917","2358","1444","1597","0","0","0","1024","2905","124","2603","1847","4570","4859","2263","1012","1716","514","456","204","2273","992","1487","700","6588","2436","1802","4537","42","619","948","3235","4616","2010","2991","670","1911","820","1985","4897","50","1029","1619","3641","2120","4974","6432","0","30","1199","2937","2574","1000","0","4","1585","1167","1309","168","635","423","1258","1","3853","36","1315","1354","2078","801","3686","588","4134","561","1375","983","3128","0","0","2952","2846","1114","1570","1550","1516","327","2027","605",
"합","공공임대","부산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","560","0","0","0","0","0","0","0","0","0","0","0","0","468","0","0","0","0","830","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","70","0","-70","0","0","0","0","0","0","1764","500","0","0","0","19","32","0","2","0","0","26","0","0","0","0","0","9","10","5","47","1","0","100","0","0","0","0","390","11","730","0","1","665","0","2","284","0","0","0","0","1","130","0","242","0","0","336","150","0","0","0","0","1000","0","88","1","0","0","0","0","0",
"합","공공임대","대구","사용검사실적","","0","0","0","0","0","0","0","448","0","0","0","0","0","0","0","908","0","0","0","0","0","0","0","0","759","791","376","0","0","0","0","0","0","0","0","2108","0","0","0","0","0","0","1248","0","0","0","822","0","0","0","0","13","5","920","0","235","0","0","1124","1008","0","16","0","591","2","442","395","0","0","1038","119","232","0","14","477","1646","0","0","0","0","0","0","0","162","0","0","0","0","0","5","0","25","106","0","1","0","0","0","0","0","0","0","562","0","1","0","0","401","0","0","0","76","0","0","0","0","0","0","29",
"합","공공임대","광주","사용검사실적","","0","0","0","0","324","125","44","0","250","0","117","219","590","0","654","0","0","43","849","0","0","0","0","601","0","0","532","0","230","69","0","0","0","0","0","76","0","0","0","86","468","1022","0","0","1316","0","0","498","0","0","0","0","1","9","5","0","0","460","0","0","0","292","15","0","264","700","0","0","361","0","0","664","4","7","3","0","0","21","0","0","0","0","0","0","0","0","16","0","30","3","0","0","0","0","0","40","0","0","0","0","0","50","1","49","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"합","공공임대","대전","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","687","0","0","0","0","0","240","0","0","0","492","0","0","690","0","0","0","0","0","0","392","0","0","0","0","0","0","0","182","0","0","0","0","0","0","0","0","8","0","504","0","0","0","4","0","0","0","0","0","0","0","0","238","8","0","691","9","4","2","0","0","0","0","0","0","296","0","0","0","0","0","3","0","6","3","0","0","0","0","0","0","0","360","0","0","0","3","0","82","1","0","0","0","1","0","0","0","0","0","0","2","0","0",
"합","공공임대","울산","사용검사실적","","0","0","0","478","0","0","0","0","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","946","0","0","0","0","0","404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136","0","0",
"합","공공임대","세종","사용검사실적","","0","0","0","0","0","0","1029","0","587","1365","0","0","0","0","0","0","0","0","0","0","0","0","0","1459","773","0","0","0","1397","0","0","0","0","0","310","0","0","0","0","0","0","47","1164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1438","0","60","-60","0","0","0","0","1080","0","80","0","0","450","0","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","199","0","0","0","0","0","0","298","0","0","0","0","0","0","0","0","0","0","0",
